Time (s),Sensor Value (Newtons)
0.0,0.0
0.05933785438537598,0.0
0.10437321662902832,0.0
0.16496682167053223,0.0
0.22460603713989258,0.0
0.26958394050598145,0.0
0.3292820453643799,0.0
0.3896491527557373,0.0
0.43447017669677734,0.0
0.49491453170776367,0.0
0.5546474456787109,0.0
0.5997598171234131,0.0
0.660069465637207,0.0
0.7200100421905518,0.0
0.7645387649536133,0.0
0.8255596160888672,0.0
0.8849167823791504,0.0
0.9452271461486816,0.0
0.9891657829284668,0.0
1.0495219230651855,0.0
1.109931230545044,0.0
1.169281244277954,0.0
1.2750167846679688,0.0
1.2750167846679688,0.0
1.334453821182251,0.0
1.3939883708953857,0.0
1.4548428058624268,0.0
1.5143060684204102,0.0
1.5742557048797607,0.0
1.6340131759643555,0.0
1.6947276592254639,0.0
1.7547316551208496,0.0
1.814894676208496,0.0
1.8744986057281494,0.0
1.9350547790527344,0.0
1.9350547790527344,0.0
1.9947166442871094,0.0
2.0549733638763428,0.0
2.114948034286499,0.0
2.1745338439941406,0.0
2.234652042388916,0.0
2.294353485107422,0.0
2.3548717498779297,0.0
2.4142966270446777,0.0
2.47507643699646,0.0
2.5344390869140625,0.0
2.594817876815796,0.0
2.594817876815796,0.0
2.654844045639038,0.0
2.7144954204559326,0.0
2.7750284671783447,3.988269805908203
2.8354601860046387,8.724340438842773
2.894847869873047,15.703812599182129
2.9543590545654297,21.43695068359375
3.0142581462860107,31.656890869140625
3.0754098892211914,46.6129035949707
3.134669065475464,55.337242126464844
3.194365978240967,62.565982818603516
3.255115032196045,68.54838562011719
3.3150556087493896,73.03519439697266
3.3747854232788086,73.53372192382812
3.3747854232788086,76.0263900756836
3.4343748092651367,77.0234603881836
3.4942545890808105,79.26686096191406
3.554870367050171,82.25806427001953
3.614184617996216,81.51026153564453
3.674626111984253,82.25806427001953
3.734375476837158,80.51319885253906
3.794485330581665,82.50733184814453
3.855043649673462,83.00586700439453
3.915228843688965,83.25513458251953
3.974555015563965,83.753662109375
4.034804821014404,83.50440216064453
4.09417200088501,75.27859497070312
4.154504776000977,85.249267578125
4.215027809143066,85.747802734375
4.274425745010376,84.750732421875
4.2754387855529785,85.249267578125
4.33442497253418,84.750732421875
4.39453387260437,85.49853515625
4.454974174499512,84.50146484375
4.515260696411133,83.50440216064453
4.5742363929748535,83.753662109375
4.634543418884277,83.00586700439453
4.694933652877808,83.25513458251953
4.75489068031311,84.50146484375
4.814297914505005,84.50146484375
4.87438178062439,75.02932739257812
4.93488621711731,83.753662109375
4.994303226470947,85.747802734375
4.995309829711914,84.750732421875
5.054464101791382,84.50146484375
5.114452362060547,83.50440216064453
5.174978256225586,83.00586700439453
5.23557448387146,83.00586700439453
5.294256210327148,84.750732421875
5.354299306869507,84.750732421875
5.414946794509888,84.0029296875
5.4742231369018555,83.753662109375
5.53508734703064,83.753662109375
5.594584226608276,74.28152465820312
5.655067682266235,83.00586700439453
5.714617013931274,85.249267578125
5.776845693588257,84.252197265625
5.83450984954834,84.252197265625
5.83552885055542,82.50733184814453
5.895225524902344,85.747802734375
5.955161809921265,83.50440216064453
6.014698028564453,85.9970703125
6.07460880279541,83.753662109375
6.13472580909729,82.50733184814453
6.194502830505371,75.52786254882812
6.2547407150268555,82.75659942626953
6.314994812011719,82.75659942626953
6.375040054321289,82.50733184814453
6.434463024139404,82.75659942626953
6.494582414627075,81.26099395751953
6.555125713348389,82.00879669189453
6.614670991897583,77.0234603881836
6.675148248672485,67.05278778076172
6.734169006347656,43.1231689453125
6.794784307479858,23.18181800842285
6.855584144592285,8.475072860717773
6.855584144592285,0.0
6.914991617202759,0.0
6.973907709121704,0.0
7.034883975982666,0.0
7.094520568847656,0.0
7.154790878295898,0.0
7.214514970779419,0.0
7.276730537414551,0.0
7.334734916687012,0.0
7.395291328430176,0.0
7.4548869132995605,0.0
7.515296936035156,0.0
7.515296936035156,0.0
7.574317455291748,0.0
7.6351447105407715,0.0
7.69502067565918,0.0
7.754854679107666,0.0
7.81469202041626,0.0
7.874328136444092,0.0
7.935140132904053,0.0
7.994043827056885,0.0
8.055299997329712,0.0
8.114400863647461,0.0
8.176267623901367,0.0
8.176786422729492,0.0
8.234498023986816,0.0
8.294877767562866,0.0
8.35456895828247,0.0
8.41468334197998,0.0
8.47533106803894,0.0
8.534427642822266,0.0
8.655381679534912,0.0
8.655381679534912,0.0
8.714780330657959,0.0
8.774654865264893,0.0
8.834899425506592,0.0
8.834899425506592,0.0
8.89448857307434,0.0
8.955751180648804,0.0
9.014229774475098,0.0
9.07529354095459,0.0
9.134260654449463,0.0
9.195219039916992,0.0
9.254393339157104,0.0
9.31423544883728,0.0
9.374891757965088,0.0
9.434931755065918,0.0
9.495320081710815,0.0
9.495320081710815,0.0
9.555115222930908,0.0
9.615007638931274,0.0
9.674036264419556,0.0
9.735160112380981,0.0
9.794317483901978,0.0
9.85504674911499,0.0
9.915167331695557,0.0
9.97485899925232,0.0
10.035775899887085,0.0
10.094725370407104,3.4897360801696777
10.155473232269287,17.697946548461914
10.215089797973633,34.398826599121094
10.274482727050781,49.35483932495117
10.275457382202148,57.82991027832031
10.335069417953491,63.31378173828125
10.395124197006226,59.57477951049805
10.45444393157959,72.53665924072266
10.514498949050903,73.53372192382812
10.577452898025513,75.7771224975586
10.635172367095947,77.5219955444336
10.694883584976196,79.51612854003906
10.755155324935913,80.51319885253906
10.814399480819702,81.75952911376953
10.874444961547852,82.00879669189453
10.9354088306427,81.51026153564453
10.99515700340271,82.50733184814453
11.054764747619629,72.53665924072266
11.115312576293945,83.25513458251953
11.174964427947998,71.53958892822266
11.235185623168945,81.75952911376953
11.235185623168945,82.50733184814453
11.294887781143188,83.50440216064453
11.354822635650635,82.25806427001953
11.414243459701538,82.50733184814453
11.475156784057617,84.0029296875
11.53467059135437,83.753662109375
11.595136404037476,83.00586700439453
11.655444145202637,82.25806427001953
11.715682029724121,82.75659942626953
11.774892330169678,72.53665924072266
11.835224628448486,81.75952911376953
11.894852876663208,82.25806427001953
11.955483198165894,82.00879669189453
12.01544737815857,81.26099395751953
12.075634956359863,81.75952911376953
12.134699821472168,81.01173400878906
12.194750547409058,81.75952911376953
12.255225658416748,81.01173400878906
12.315076112747192,79.26686096191406
12.374940872192383,80.51319885253906
12.374940872192383,81.01173400878906
12.435490846633911,80.01466369628906
12.495423316955566,80.51319885253906
12.554738759994507,80.51319885253906
12.61444902420044,70.29325866699219
12.676437377929688,79.51612854003906
12.73557710647583,79.01759338378906
12.794679641723633,79.51612854003906
12.855519533157349,78.2697982788086
12.914330005645752,79.76539611816406
12.974621057510376,77.5219955444336
